[-259.1233370347976, -259.836268042254, -230.23074140702468, -236.47603567753345, -231.93597384138891, -241.61648676205192, -252.7657885586381, -255.1922310552896, -237.02403639759515, -259.6802326124358, -253.93099250703904, -256.39456280156435, -253.39254822676625, -271.70595124672195]  and predicted label is  14  and the correct label is  1
[-150.05255838241538, -148.45806681503353, -141.71551480506488, -146.0483168893479, -145.4253848718794, -145.9197235363051, -153.88541312759895, -154.27067929530594, -136.56661434312147, -152.6936234228312, -147.03133525875262, -153.62059391267934, -153.97059680068386, -155.83029107104414]  and predicted label is  7  and the correct label is  1
[-149.423949722993, -146.29161389636405, -138.17248722796353, -139.36370516167997, -143.79734553349473, -146.0134090203824, -147.30616191558886, -133.40367640114562, -134.01943715540574, -139.032075562364, -143.92878898091283, -151.13568726289134, -142.7175826112201, -141.15773036125]  and predicted label is  2  and the correct label is  2
[-153.6236548008729, -152.17771792781423, -112.41649023312138, -129.30857005953467, -132.03804087543034, -147.1120213090505, -152.38133573082268, -153.577532114746, -146.26160062108028, -153.16362705207692, -148.1482966860889, -142.07152940109324, -151.66801170768983, -154.731678782376]  and predicted label is  14  and the correct label is  14
[-281.18191404652447, -282.0296488290043, -248.21930102506354, -261.41134292584104, -259.5258145968678, -276.71565476148754, -270.02252403548584, -280.3978654961835, -264.7325741050962, -286.34760944572145, -281.4276059515706, -277.51991552396504, -273.4918629252273, -291.41869637579714]  and predicted label is  14  and the correct label is  1
[-394.9340423839282, -351.3091184593379, -358.71400061692685, -368.67874784907553, -358.8856970613038, -373.6596800982898, -379.4888552515361, -386.51460667059297, -368.13953206853034, -368.97979395091346, -315.94527874045764, -383.42209778802317, -382.635228804037, -394.4691639940644]  and predicted label is  11  and the correct label is  11
[-348.8914709366774, -339.82394556384185, -315.5578416533437, -327.393194637576, -326.309012036245, -330.1795388379631, -344.54528902033286, -328.4700468163522, -292.19604134318956, -325.9751886938741, -336.16264446622466, -341.1745741655007, -339.8625442478813, -349.6481926209124]  and predicted label is  7  and the correct label is  7
[-122.45210160257682, -120.43329516104077, -106.79696201812213, -107.58970903524192, -107.64264367072973, -114.9095144889859, -97.74285466857097, -120.49006864049687, -117.42796673686797, -121.19788739873091, -119.18581090620043, -112.83594442568452, -113.6936684307238, -122.96777197654437]  and predicted label is  4  and the correct label is  4
[-240.7662297805422, -223.4229532282614, -216.22521321468284, -223.9870778662094, -214.49952796253118, -221.67438486321242, -231.27556214806847, -222.19040627421808, -211.8288235779354, -190.2404175183108, -210.32059395817257, -234.9637206999051, -228.09606534636973, -235.50107527058296]  and predicted label is  8  and the correct label is  8
[-82.4247112290514, -79.39973562940689, -70.56451075129979, -75.7033865003175, -79.50465683703385, -73.08013176906306, -78.8929007057746, -70.95392796617857, -73.05817298444143, -80.1087732968859, -78.43583443988052, -81.63780425553534, -80.03126167197973, -81.90467292899322]  and predicted label is  14  and the correct label is  2
[-274.1350075561745, -266.6184600982608, -243.9438149781129, -255.27419349305376, -259.2106437298658, -255.10507269887864, -264.2609107676651, -252.15875845375274, -212.68460782602207, -252.63952074442685, -258.8773324504294, -272.0228112351419, -265.74725637143564, -268.1712224724353]  and predicted label is  7  and the correct label is  7
[-339.02403284976964, -333.2159317938822, -283.8062407865737, -274.05720087492085, -299.8401418813868, -330.2826692971184, -333.33914828107265, -333.76644202949734, -321.45934344898296, -333.13396166605617, -333.8111510220498, -330.87526934523254, -331.907821834153, -342.9643411821909]  and predicted label is  13  and the correct label is  13
[-213.38891655201786, -206.66694412070063, -179.50100555504497, -178.96719015158567, -190.00743356078937, -203.34104455361242, -205.2686274365278, -211.2228433518295, -203.740165328171, -207.1335008528983, -210.21617437470246, -204.53154302746805, -207.0109254423911, -211.74923405351618]  and predicted label is  13  and the correct label is  6
[-195.6251262004203, -185.34371229467837, -169.34391208953156, -171.9529966154628, -166.54198895210882, -176.66200803274984, -173.07830677567634, -188.4849945199435, -170.56764124466267, -187.40601057677765, -184.03382036849075, -177.77025114435125, -150.6318435118384, -192.11426662548374]  and predicted label is  5  and the correct label is  5
[-132.79959365458382, -130.10418050739207, -118.20667558607083, -117.06938715752008, -103.88368943662744, -129.97761319497053, -132.30703789915884, -134.01773711320797, -126.5042597100955, -132.4288742658764, -130.34937588111393, -125.65933664805554, -131.76902588277696, -135.5785494412363]  and predicted label is  12  and the correct label is  12
[-95.7679355546124, -87.23803951200989, -87.29134444207288, -88.91057672751131, -87.57740126999613, -81.83253904704867, -90.91833038488939, -92.00777535223584, -82.04485379897926, -81.77482701432083, -84.92255477080288, -92.74494456118649, -92.10500220546086, -92.87784160428434]  and predicted label is  8  and the correct label is  6
